latitude_dd,longitude_dd,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
34.474167,-79.378889,34.474167,-79.378889,2018 Florence,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,WGS84 (from Digital Map),Andy Caldwell,Andy Caldwell,SCDIL27008,"RESIDENCE AT ROY LEE ROAD in Dillon, SC.",,South Atlantic,SC,Dillon County,,No,34.474167,-79.378889,33667,LITTLE PEE DEE,27008,283,5,4,Located on frame of right garage door. Marks were deteriated and transferred from inside to outside.,9/29/2018 4:00:00 AM,107.05,2,6,N/A,18180,4,7.725,3,,Level II survey.,Riverine,9/24/2018 4:00:00 AM,0,4,1381,1381,0.09,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.275116,-78.5381534,34.275116,-78.5381534,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Steve Harden,Stake,Phone/Car GPS,WGS84 (from Digital Map),Daniel McCay,Gerard Gonthier,NCCOL18664,House on Waccamaw Shores Rd,,,NC,Columbus County,,No,34.2755,-78.53736,33668,Lake Waccamaw,18664,283,5,2,"HWM seed line on shed in back of lot across the street from house, same owner. Transferred over to top of stake with orange flagging. Owner said water did not go over the road.",9/26/2018 4:00:00 AM,45.03,2,6,Left,19534,7,1.57,3,,Level II survey,Riverine,9/24/2018 4:00:00 AM,0,4,1591,1919,0.1,0.1,HWM-02,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.12636,-77.0283,35.12636,-77.0283,2018 Florence,Other (Note in Description box),Unknown/Historical,NAVD88,RT-GNSS,Paul Ankcorn,Tape,Phone/Car GPS,NAD83,Lynn Torak,Paul Ankcorn,NCCRA27017,Bridgeton Harbor Marina,,,NC,Craven County,,No,35.12636,-77.0283,33669,Neuse River,27017,283,9,6,HWM on fourth fixed post from shore on southern dock. This mark based on rub marks created by floating dock rollers as dock rose during surge. This mark may be overestimated.,9/25/2018 4:00:00 AM,11.32,2,6,N/A,18137,2,,3,,Level II Survey. This HMW elevation likley represents the dock surface while floating at peak water stage and may not take the height/thickness of the dock above the water into account and therefore may be overestimated.,Riverine,9/24/2018 4:00:00 AM,0,2,1749,873,0.16,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.69082,-77.11993,34.69082,-77.11993,2018 Florence,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Paul Ankcorn,Nail and HWM tag,Map (digital or paper),WGS84 (from Digital Map),Cristal Younker,Paul Ankcorn,NCONS27010,"HWM across street from Harbour View Rd, Swansboro NC",,,NC,Onslow County,,No,34.69083,-77.12028,33670,Atlantic Ocean,27010,283,2,2,Good debris line confirmed by local resident present during event.,9/24/2018 4:00:00 AM,5.98,2,6,N/A,18116,6,0,4,,Level II Survey. HWM coordinates estimated from photos and Google Earth.,Coastal,9/24/2018 4:00:00 AM,0,4,1715,873,0.02,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.2917259,-78.5499193,34.2917259,-78.5499193,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Stake,Phone/Car GPS,WGS84 (from Digital Map),Daniel McCay,Daniel McCay,NCCOL27019,Ditch between Campground fence and Waccamaw Shores Rd,,,NC,Columbus County,,No,34.2917259,-78.5499193,33671,Lake Waccamaw,27019,283,5,3,"Seed line on white fence N side of road ,transferred over to stake with orange flagging in ditch.",9/25/2018 4:00:00 AM,45.16,2,6,N/A,18135,7,1.22,3,,Level II Survey,Riverine,9/24/2018 4:00:00 AM,0,4,1591,1591,0.09,0.2,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.696856,-77.117066,34.696856,-77.117066,2018 Florence,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Paul Ankcorn,Nail and HWM tag,Map (digital or paper),WGS84 (from Digital Map),Cristal Younker,Paul Ankcorn,NCONS27013,"HWM behind house on Goodwill Ln, Swansboro NC",,,NC,Onslow County,,No,34.69694,-77.11694,33672,Atlantic Ocean,27013,283,2,2,Good debris line in backyard of house. Confirmed by landowner. Stake flush with ground.,9/24/2018 4:00:00 AM,9.29,2,6,N/A,18118,6,0,4,,Level II Survey. HWM coordinated estimated from photos and Google Earth.,Coastal,9/24/2018 4:00:00 AM,0,4,1715,873,0.02,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.708201,-77.113566,34.708201,-77.113566,2018 Florence,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Paul Ankcorn,Stake,Map (digital or paper),WGS84 (from Digital Map),Cristal Younker,Paul Ankcorn,NCONS27016,"HWM in yard behind house on River Reach Ct, Swansboro NC",,,NC,Onslow County,,No,34.70806,-77.11361,33673,Atlantic Ocean,27016,283,2,2,"Good wash line in yard, supported by dead grass in neighboring yard and confirmed by adjacent landowner present during storm.",9/24/2018 4:00:00 AM,6.08,2,6,N/A,18119,7,0,4,,Level II Survey. HWM coordinates estimated from photos and Google Earth.,Coastal,9/24/2018 4:00:00 AM,0,4,1715,873,0.02,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.136474,-77.028118,35.136474,-77.028118,2018 Florence,Stain line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Steve Harden,Nail and HWM tag,Phone/Car GPS,NAD83,Lynn Torak,Anthony Gotvald,NCCRA27022,KOA campground office door frame,,,NC,Craven County,,No,35.136474,-77.028118,33674,Neuse River,27022,283,6,2,Clearly marked stain on front door glass to KOA campground office. HWM tag placed on right door frame.,10/5/2018 4:00:00 AM,10.05,2,6,N/A,19050,6,1.5,3,,Level III Survey,Riverine,9/24/2018 4:00:00 AM,0,2,1749,6,0.04,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.68535,-77.12341,34.68535,-77.12341,2018 Florence,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Paul Ankcorn,Stake,Phone/Car GPS,NAD83,Cristal Younker,Paul Ankcorn,NCONS27021,"HWM at Water Street, Swansboro NC",,,NC,Onslow County,,No,34.68535,-77.12341,33675,Atlantic Ocean,27021,283,2,2,Good debris line across yard,9/24/2018 4:00:00 AM,6.49,2,6,N/A,18120,7,0,3,,Level II Survey,Coastal,9/24/2018 4:00:00 AM,0,2,1715,873,0.02,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.3201145,-78.5917296,34.3201145,-78.5917296,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Steve Harden,Nail and HWM tag,Phone/Car GPS,WGS84 (from Digital Map),Daniel McCay,Daniel McCay,NCCOL27026,Hallsboro Middle School,,,NC,Columbus County,,No,34.3201145,-78.5917296,33676,Bogue Swamp,27026,283,5,2,Seed line inside concession stand shed between soccer field and football field. Transferred to nail w/marker on outside molding around back door.,9/26/2018 4:00:00 AM,53.03,2,6,Right,19532,6,3.4,3,,Level II survey,Riverine,9/24/2018 4:00:00 AM,0,4,1591,1591,0.1,0.1,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.146467,-77.034773,35.146467,-77.034773,2018 Florence,Stain line,Good: +/- 0.10 ft,,,Steve Harden,Nail and HWM tag,Handheld GPS,NAD83,Lynn Torak,,NCCRA27025,Last house on Blue Top Rd,,,NC,Craven County,,No,35.146467,-77.034773,33677,Mills Branch to Neuse River,27025,283,6,2,Good stain line inside windows on right front side of house. This HWM was not able to be surveyed.,,,,,N/A,19049,6,4,1,,Elevation not determined for this HWM. HMW height above ground was approx 4 ft.,Riverine,9/24/2018 4:00:00 AM,0,2,1749,,,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.3205933,-78.7012116,34.3205933,-78.7012116,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Steve Harden,Nail and HWM tag,Phone/Car GPS,WGS84 (from Digital Map),Daniel McCay,Gerard Gonthier,NCCOL18698,NAPA Auto Parts,,,NC,Columbus County,,No,34.32037,-78.70097,33679,Soules Swamp,18698,283,5,2,"HWM seed line on telephone pole along E Commerce St,  N side NAPA store parking lot.",9/26/2018 4:00:00 AM,59,2,6,Left,19530,6,3.83,3,,Level II survey,Riverine,9/24/2018 4:00:00 AM,0,4,1591,1919,0.1,0.1,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.232744,-77.141914,35.232744,-77.141914,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Steve Harden,Stake,Phone/Car GPS,WGS84 (from Digital Map),Cristal Younker,Anthony Gotvald,NCCRA26999,Residence on River Road,,,NC,Craven County,,No,35.23283,-77.14182,33680,Neuse River and Pinetree Creek,26999,283,5,2,HWM located on right side of middle door of three bay garage/shed. Set top of stake at WL.,10/5/2018 4:00:00 AM,8.92,2,6,N/A,19042,7,0.54,3,,Level III Survey,Riverine,9/23/2018 4:00:00 AM,0,4,1715,6,0.04,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.233611,-79.1475,34.233611,-79.1475,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,WGS84 (from Digital Map),Andy Caldwell,Andy Caldwell,SCMAR27028,PARKING LOT OF NICOLS FARM SUPPLY AND SEED CLEANING,,South Atlantic,SC,Marion County,,No,34.233611,-79.1475,33681,LUMBER RIVER,27028,283,5,2,"PARKING LOT OF NICHOLS FARM SUPPLY SEED CLEANING. ON THE W SIDE OF BUILDING IN A GROUP OF THREE CREPE MYRTLE TREES, BETWEEN THE TWO RIGHTMOST TREES.",9/28/2018 4:00:00 AM,56.47,2,6,N/A,18177,4,2.28,3,,Level II survey,Riverine,9/24/2018 4:00:00 AM,0,4,1381,1381,0.141,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.3141174,-78.708181,34.3141174,-78.708181,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Steve Harden,Stake,Phone/Car GPS,WGS84 (from Digital Map),Daniel McCay,Gerard Gonthier,NCCOL18713,Badcock Furniture on S Madison St/Hwy 701,,,NC,Columbus County,,No,34.31405,-78.70825,33682,Soules Swamp,18713,283,5,3,Seed line on pickup truck in front parking lot. Owner confirmed truck did not move. Transferred HWM to top of stake with orange flagging.,9/26/2018 4:00:00 AM,60.42,2,6,Right,19531,7,2.43,3,,GNSS Level II survey,Riverine,9/24/2018 4:00:00 AM,0,4,1591,1919,0.1,0.2,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.234797,-79.150886,34.234797,-79.150886,2018 Florence,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCMAR18623,Nichols Baptist Church,,South Atlantic,SC,Marion County,,No,34.234797,-79.150886,33683,Lumber River,18623,283,5,1,"FACING CHURCH, GO TO REAR CARPORT. MARK IS LOCATED ON DOOR JAMB BETWEEN EXTERIOR GLASS STORM DOOR AND INTERIOR WOOD DOOR.",9/28/2018 4:00:00 AM,56.64,2,6,N/A,18172,4,2.69,3,,"Level II survey
Tape up to hwm of 3.29 ft.",Riverine,9/24/2018 4:00:00 AM,0,2,1381,1381,0.14,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.133012,-77.069771,35.133012,-77.069771,2018 Florence,Stain line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Paul Ankcorn,Marker,Phone/Car GPS,NAD83,Lynn Torak,Paul Ankcorn,NCCRA27044,White house on Oaks Rd across street from church,,,NC,Craven County,,No,35.133012,-77.069771,33684,Neuse River,27044,283,6,2,Stain line on shed window behind house in backyard. HWM transferred to white-painted cement block wall.,9/25/2018 4:00:00 AM,9.44,2,6,N/A,18138,4,4.5,3,,Level II Survey,Riverine,9/24/2018 4:00:00 AM,0,2,1749,873,0.16,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.236166,-79.151271,34.236166,-79.151271,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCMAR18625,Nichols Methodist Church,,South Atlantic,SC,Marion County,,No,34.236166,-79.151271,33685,Lumber River,18625,283,5,2,"FACING THE CHURCH, THERE IS A PLAYGROUND TO THE LEFT.
ON THE RIGHT SIDE OF THE FENCE NEXT TO THE ACCESS RAMP IS A DOOR. HWM IS LOCATED ON THE POST WITH THE
HINGE.",9/27/2018 4:00:00 AM,56.82,2,6,N/A,18170,4,3.17,3,,Level III survey,Riverine,9/24/2018 4:00:00 AM,0,2,1381,1381,0.22,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.227779,-79.153377,34.227779,-79.153377,2018 Florence,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCMAR18635,"First Friendship Baptist Church, 511 Old Stage Road, Nichols, SC 29581",,South Atlantic,SC,Marion County,,No,34.227779,-79.153377,33686,Lumber River,18635,283,5,1,"FIRST FRIENDSHIP BAPTIST CHURCH, REAR OF BUILDING ADJACENT TO PARKING LOT. LOCATED ON ADJOINED BUILDING, WHEN FACING REAR OF
CHURCH IS ON THE DOOR FURTHEST TO THE RIGHT. HWM IS LOCATED ON DOOR JAMB BETWEEN GLASS STORM DOOR AND INTERIOR METAL DOOR.",9/28/2018 4:00:00 AM,56.05,2,6,N/A,18174,4,2.28,3,,"Level II survey.
Tape up to hwm of 2.25 ft.",Riverine,9/24/2018 4:00:00 AM,0,2,1381,1381,0.14,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.750385,-77.434878,34.750385,-77.434878,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Eric Frantz,Marker,Map (digital or paper),WGS84 (from Digital Map),Cristal Younker,Eric Frantz,NCONS27004,R.A.G.S. Yacht Club,,,NC,Onslow County,,No,34.7499866,-77.4350038,33687,New River,27004,283,5,2,Good seed line on NE facing side of blue R.A.G.S Yacht Club private dock shed. The seed line is marked with ink marker on the left side of the door frame facing the NE.,9/26/2018 4:00:00 AM,7.56,2,6,N/A,18581,4,4.96,4,,Level II survey. Estimated HWM location from photos and Google Earth.,Riverine,9/24/2018 4:00:00 AM,0,4,1715,5,0.02,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.7421,-77.432723,34.7421,-77.432723,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Eric Frantz,Nail and HWM tag,Phone/Car GPS,NAD83,Cristal Younker,Eric Frantz,NCONS27014,Shoreline Dr.,,,NC,Onslow County,,No,34.7418216,-77.432804,33688,New River,27014,283,5,2,Seed line is distinct,9/26/2018 4:00:00 AM,6.48,2,6,N/A,18604,6,1.72,3,,Level II survey,Riverine,9/24/2018 4:00:00 AM,0,2,1715,5,0.02,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.76207,-77.427047,34.76207,-77.427047,2018 Florence,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Eric Frantz,Nail and HWM tag,Map (digital or paper),WGS84 (from Digital Map),Cristal Younker,Eric Frantz,NCONS27020,River Court,,,NC,Onslow County,,No,34.7621272,-77.4270879,33689,Mill Creek to New River,27020,283,5,1,"Excellent seed line on fence towards the end of the driveway on the homeowner's property. The line is marked with nail, white USGS HWM disc, and orange flagging",9/26/2018 4:00:00 AM,8.42,2,6,N/A,18652,6,1.32,4,,Level II survey,Riverine,9/24/2018 4:00:00 AM,0,4,1715,5,0.02,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.9023408,-77.5346059,34.9023408,-77.5346059,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Eric Frantz,Nail and HWM tag,Phone/Car GPS,NAD83,Cristal Younker,Eric Frantz,NCONS27042,Woods Run Circle,,,NC,Onslow County,,No,34.9023408,-77.5346059,33690,Squires Run,27042,283,5,2,"Good seed line on fence approximately 40 ft SE of house. The seed line is marked with nail, a white USGS HWM disc, and orange flagging",9/28/2018 4:00:00 AM,33.47,2,6,N/A,18670,6,1.85,3,,Level II survey,Riverine,9/24/2018 4:00:00 AM,0,2,1715,5,0.01,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.124685,-77.051978,35.124685,-77.051978,2018 Florence,Stain line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Paul Ankcorn,Marker,Handheld GPS,NAD83,Lynn Torak,Paul Ankcorn,NCCRA27046,Residence on National St across from National Cemetery,,,NC,Craven County,,No,35.124549,-77.052062,33691,Neuse River,27046,283,6,2,"1802 National St, across from National Cemetary: HWM stain line on picture window, transferred to post on porch with Sharpie.",9/25/2018 4:00:00 AM,10.48,2,6,N/A,18139,4,4.5,1,,Level II Survey,Riverine,9/24/2018 4:00:00 AM,0,2,1749,873,0.161,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.09624,-78.86371,35.09624,-78.86371,2018 Florence,Seed line,Good: +/- 0.10 ft,,,Anthony Gotvald,Marker,Phone/Car GPS,WGS84 (from Digital Map),Cristal Younker,,NCCUM27018,House on River Cliff Dr at west side of Cape Fear River,,,NC,Cumberland County,,No,35.09624,-78.86371,33692,Cape Fear River,27018,283,5,2,Marked around front right corner of house line.,,,,,N/A,19316,4,1.07,3,,HWM elevation could not be determined.,Riverine,9/24/2018 4:00:00 AM,0,4,1715,,,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.047994,-78.859588,35.047994,-78.859588,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,WGS84 (from Digital Map),Cristal Younker,Gerard Gonthier,NCCUM27045,N Water St at Cell Tower access gate,,,NC,Cumberland County,,No,35.047994,-78.859588,33693,Cape Fear River,27045,283,5,2,HWM seed line on right entrance gate post to cell tower site on N Water St. Near USGS gage 02104000.,9/27/2018 4:00:00 AM,81.55,2,6,N/A,19317,4,2.73,3,,Level II survey,Riverine,9/24/2018 4:00:00 AM,0,4,1715,1919,0.08,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.058562,-78.853554,35.058562,-78.853554,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,WGS84 (from Digital Map),Cristal Younker,Gerard Gonthier,NCCUM27047,Eastside of Cape Fear River at US 301/I 95 BR N,,,NC,Cumberland County,,No,35.05859,-78.85373,33694,Cape Fear River,27047,283,5,3,"HWM near SE corner of bridge, left downstream side of river. Marked on downstream side of directional sign post, 2nd post away from 301 overpass.",9/27/2018 4:00:00 AM,82.06,2,6,N/A,19318,4,,3,,Level II survey,Riverine,9/24/2018 4:00:00 AM,0,4,1715,1919,0.08,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.82076,-79.17916,34.82076,-79.17916,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,WGS84 (from Digital Map),Cristal Younker,David Stillwell,NCROB27049,House on N Shannon Rd,,,NC,Robeson County,,No,34.82076,-79.17916,33695,Little Raft Swamp,27049,283,5,2,HWM line on siding on right side of house near front of house,9/30/2018 4:00:00 AM,181.1,2,6,N/A,19365,4,1.39,3,,Level II Survey,Riverine,9/24/2018 4:00:00 AM,0,4,1715,1603,0.17,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.76581,-79.33315,34.76581,-79.33315,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,WGS84 (from Digital Map),Cristal Younker,Laura LaPolice,NCROB27050,House on Bryants Circle,,,NC,Robeson County,,No,34.76581,-79.33315,33696,Lumber River,27050,283,5,2,HWM seed line on side of back of house behind carport.,9/30/2018 4:00:00 AM,187.13,2,6,N/A,19366,4,5.25,3,,GNSS level II survey.,Riverine,9/24/2018 4:00:00 AM,0,4,1715,1598,0.17,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.71847,-79.30569,34.71847,-79.30569,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,WGS84 (from Digital Map),Cristal Younker,Laura LaPolice,NCROB27051,House on Daystorm Rd,,,NC,Robeson County,,No,34.71847,-79.30569,33697,Lumber River,27051,283,5,2,"HWM seed line at base of power pole to right of driveway, marked with bolt.",9/30/2018 4:00:00 AM,174.54,2,6,N/A,19367,6,1.44,3,,GNSS Level II survey,Riverine,9/24/2018 4:00:00 AM,0,4,1715,1598,0.17,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.735524,-77.354216,34.735524,-77.354216,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Eric Frantz,Stake,Phone/Car GPS,NAD83,Cristal Younker,James Chapman,NCONS27007,Jimmy's Auto & 24 Hr. Wrecker,,,NC,Onslow County,,No,34.7354098,-77.3543135,33699,Northeast Creek,27007,283,5,2,Debris line on lawn east side of building,10/4/2018 4:00:00 AM,6.96,2,6,N/A,18588,7,0,3,,Level II survey,Riverine,9/24/2018 4:00:00 AM,0,2,1715,1722,0.07,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.943679,-76.860947,34.943679,-76.860947,2018 Florence,Debris,Good: +/- 0.10 ft,,,Steve Harden,Stake,Map (digital or paper),WGS84 (from Digital Map),Steve Harden,,NCCRA27023,Near the intersection of Wilson Drive and Coolidge Court. There is a playground in the vicinity.,,,NC,Craven County,,No,34.943679,-76.860947,33700,Neuse River,27023,283,2,2,Google Earth used for approximate coordinates. The HWM is approximately 50 ft E-SE of the playground. HWM is a stake with a green disc and flagging in the ground on a debris/vegetation line.,,,,,Right,18818,7,0,4,,Had GNSS connectivity issues with this HWM so no elevation determined.,Riverine,9/20/2018 4:00:00 AM,0,4,761,,,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.919778,-76.912317,34.919778,-76.912317,2018 Florence,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Steve Harden,Stake,Map (digital or paper),WGS84 (from Digital Map),Steve Harden,Steve Harden,NCCRA27024,Site is down the gravel road from the Ordinance Point Recreational Area.,,,NC,Craven County,,No,34.919778,-76.912317,33701,Slocum Creek,27024,283,2,2,Coordinates are from google earth. HWM is a debris line approximately 430 ft NE of the Ordinance Point Recreational Area.,9/25/2018 4:00:00 AM,9.72,2,6,Right,18817,7,0,4,,"GNSS level III, applied -0.077 adjustment.",Riverine,9/20/2018 4:00:00 AM,0,4,761,761,0.16,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.8432608,-77.5010823,34.8432608,-77.5010823,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Eric Frantz,Marker,Phone/Car GPS,NAD83,Anthony Gotvald,Paul Ankcorn,NCONS27034,Rhodestown Road,,,NC,Onslow County,,No,34.8432608,-77.5010823,33702,New River,27034,283,5,2,Good seed line on right side of exterior door frame on SE corner of house. The seed line is marked with an ink mark.,9/27/2018 4:00:00 AM,20.68,2,6,N/A,18664,4,5.15,3,,Level III Survey,Riverine,9/24/2018 4:00:00 AM,0,2,6,873,0.06,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.24464,-76.560641,35.24464,-76.560641,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Steve Harden,Marker,Phone/Car GPS,NAD83,Anthony Gotvald,Anthony Gotvald,NCPAM26995,Vacant home on Middle Bay Rd,,,NC,Pamlico County,,No,35.24464,-76.560641,33703,Jones Bay,26995,283,5,2,Seed line consisting of paint chips inside front door on enclosed porch of vacant home. Consistent mark inside porch walls. HWM feet above ground measured to outside yard.,9/25/2018 4:00:00 AM,6.36,2,6,N/A,18841,4,3.9,3,,Level III Survey,Coastal,9/23/2018 4:00:00 AM,1,2,6,6,0.01,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.114009,-77.924904,34.114009,-77.924904,2018 Florence,Debris,Poor: +/- 0.40 ft,NAVD88,Level Gun,Steve Harden,Nail and HWM tag,Map (digital or paper),WGS84 (from Digital Map),Laura Gurley,Steve Harden,NCNEW12948,River Road Park,,"SWaTH, South Atlantic",NC,New Hanover County,,No,34.113519,-77.925815,33704,Cape Fear River,12948,283,2,4,Wide debris line near parking lot near boat ramp and pier entrance.,9/26/2018 4:00:00 AM,5.65,2,2,N/A,18703,6,0,4,,HWM coordinate on field sheet is for sensor site. Estimated HWM lat/long from photos and Google Earth. GNSS Level II for HWM based on BM-1.,Coastal,9/24/2018 4:00:00 AM,0,4,1401,761,0.06,0.4,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.37194,-79.35889,34.37194,-79.35889,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,WGS84 (from Digital Map),Philip Habermehl,Andy Caldwell,SCDIL27058,RESIDENCE  ON BLACK BRANCH RD,,South Atlantic,SC,Dillon County,,No,34.37194,-79.35889,33705,MAPLE SWAMP,27058,283,5,2,"FACING HOUSE, MARK IS LOCATED ON RIGHT JAMB OF LEFT GARAGE DOOR.",9/29/2018 4:00:00 AM,89.03,2,6,N/A,18182,4,0.86,3,,Level II survey,Riverine,9/25/2018 4:00:00 AM,0,4,1600,1381,0.09,0.1,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
